track_id,vcl,vsl,vap_mean,vap_std,alh_mean,alh_std,lin,wob,str,bcf_mean,bcf_std,mad,fluo
261,61.1980390209035,60.50466622454232,60.74659059062985,16.012184679047948,0.15249033480057278,0.17610280980026222,0.9886700161074713,0.9926231552922888,0.9960174824013112,,,0.22893946121628472,108.22125813449024
271,58.20848670902186,40.50183826072148,41.620639039235336,36.98629426149623,0.6858953051159837,0.685916094220442,0.695806411583691,0.7150269899180262,0.9731190869640618,,,1.284844435909905,88.36426116838491
281,57.528513422768405,45.13519558998123,49.13352474876013,19.94058927307537,0.6472330768635807,0.6589009885559735,0.7845708658989579,0.8540725602917154,0.9186231971098349,11.250000000000004,3.750000000000001,2.0908268376406065,62.92558139534884
286,69.04997635196332,66.80173972127508,67.41537893856513,13.519536906343983,0.33557989415428197,0.3127032214656386,0.9674404431476056,0.9763273284111456,0.990897637498274,15.000000000000004,0.0,0.36845172688536926,89.8627968337731
287,46.47547099294942,46.37932993796385,46.40375030906049,25.23984128724807,0.05840499234174111,0.06565665512783989,0.9979313592109663,0.9984568056577672,0.9994737414339575,,,0.14437694388636668,50.25490196078432
302,42.357065818548094,42.31447943620614,42.326142960995554,16.60580361481095,0.05323028770064915,0.07544596502802892,0.9989945861093309,0.9992699480723002,0.9997244368616304,,,0.0918023815092055,90.53951890034365
316,58.5786978766956,58.52008185121011,58.5357807163221,22.6310278357691,0.06635024402198006,0.08096702174942687,0.9989993627784477,0.9992673589217733,0.999731807367735,,,0.09000321167677994,85.93004115226337
320,84.28499463409223,81.38268085231769,82.20989227352683,13.810536737113754,0.4351290404919471,0.44869975297937975,0.9655654746805834,0.975379931272772,0.9899378116388127,15.000000000000004,0.0,0.18694617281607923,89.03886925795051
321,95.87467023465005,86.47491839220157,87.65400325683774,19.717194845269123,1.0260770375409018,0.9415151657117022,0.9019579225728453,0.9142561120920416,0.9865484196861917,13.500000000000004,3.0000000000000004,0.5852663416468672,78.02512562814071
346,61.913596716751876,43.36023324043708,44.09900002865488,21.454155125829395,1.2027573997670844,0.8685823667204945,0.70033458787422,0.7122668099933382,0.9832475387709981,,,1.5648044289089356,74.29910714285714
352,94.4613651269618,94.3783566727989,94.42718723739428,15.907460713823008,0.3034094090378523,0.14242955809509636,0.9991212443939241,0.9996381812869042,0.9994828760018806,6.666666666666646,1.1785113019775755,0.044400351599760815,116.15311004784692
399,71.16811095635455,68.08085239209156,68.76394244178734,17.14661495444617,0.40656088818725394,0.3966049949788869,0.9566201979682118,0.966218458207474,0.9900661593061792,,,0.4610395990873133,88.4058355437666
443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,33.71371892410304,32.569482983545676,33.13456208943244,15.949824327823631,0.14483689583680862,0.11763040242776361,0.9660602277923331,0.982821330510158,0.9829459310685447,,,0.31911438534075565,86.30959752321982
485,59.49560894401007,55.84730913673339,56.10095866865481,23.392376616164324,0.45089490325459386,0.4292102599239533,0.938679511445794,0.9429428434197574,0.9954786952319382,,,0.7098183016578927,58.93684210526316
515,42.34090349619957,34.726570385587266,38.51025668388603,13.171362405239591,0.4227169705701444,0.28208750198291155,0.820166021934422,0.9095284583934923,0.9017486087055353,,,0.8358212570109543,69.38532110091744
519,49.88029170961947,48.397078096421566,48.7860642352909,23.257685350243772,0.1656590716180763,0.175647348933373,0.9702645361051113,0.9780629295293888,0.992026695636006,,,0.48073786332318846,104.97315436241614
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,30.192648319566754,20.922442340678124,21.32320196434731,27.75003716945963,0.34232899656469995,0.3296190161621149,0.6929647945827612,0.7062382119864762,0.9812054669678943,,,2.0795571934202286,84.37696335078535
567,71.97381477855593,66.73548099540645,68.24075400314298,11.436787533570206,0.5241442446379251,0.41480373487703764,0.9272188948263138,0.9481330705215699,0.977941729546728,15.000000000000053,0.0,0.5859526467746751,117.67647058823529
574,39.62439994919255,39.34555794732687,39.422161321886335,15.689847710725127,0.08250470005899532,0.1037713316591458,0.9929628713059826,0.994896108772233,0.9980568448813856,,,0.24478847454882224,85.5703125
576,41.27159280336374,35.788767383334545,37.40151255794448,21.331850181449163,0.27367009796877406,0.31509596630303366,0.8671525606934577,0.9062289584058932,0.9568802151487489,,,1.061293639498346,96.125748502994
591,49.28444155339217,47.95402277097827,48.22405825523655,11.568556483640789,0.23799088965324852,0.2011516314814638,0.9730052986199997,0.9784844209504361,0.9944003990118572,,,0.3924733085504235,117.07587548638132
608,84.6050047584767,84.26279284331308,84.37632439860168,18.360370110882084,0.25565911423350773,0.15010173710447478,0.9959551811841328,0.9972970823590421,0.9986544619465495,14.999999999999954,0.0,0.11504736281507645,79.05670103092784
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,0.12962106865336545,0.0,2.0354088784794536e-16,0.14816922312110523,0.002127114972763555,0.007368542412733931,0.0,1.570276267296155e-15,0.0,,,1.1488523894553309,91.01156069364158
692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
